Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,RSSI1,RSSI2,RSSI3,RSSI4
1,0,0,0,0,0,0,0,0,-56,-36,-39,-68
1,0,0,0,0,0,0,0,0,-56,-32,-36,-66
1,0,0,0,0,0,0,0,0,-55,-31,-40,-67
1,0,0,0,0,0,0,0,0,-54,-31,-39,-67
1,0,0,0,0,0,0,0,0,-55,-31,-40,-62
1,0,0,0,0,0,0,0,0,-56,-31,-40,-70
1,0,0,0,0,0,0,0,0,-56,-34,-39,-67
1,0,0,0,0,0,0,0,0,-56,-34,-39,-70
1,0,0,0,0,0,0,0,0,-59,-32,-39,-70
1,0,0,0,0,0,0,0,0,-59,-34,-39,-66
1,0,0,0,0,0,0,0,0,-59,-32,-39,-66
1,0,0,0,0,0,0,0,0,-57,-33,-40,-57
1,0,0,0,0,0,0,0,0,-55,-33,-39,-59
1,0,0,0,0,0,0,0,0,-55,-32,-39,-66
1,0,0,0,0,0,0,0,0,-54,-32,-39,-66
1,0,0,0,0,0,0,0,0,-55,-33,-39,-67
1,0,0,0,0,0,0,0,0,-52,-33,-39,-62
1,0,0,0,0,0,0,0,0,-52,-33,-39,-70
1,0,0,0,0,0,0,0,0,-52,-33,-39,-67
1,0,0,0,0,0,0,0,0,-53,-33,-39,-68
1,0,0,0,0,0,0,0,0,-53,-33,-39,-69
1,0,0,0,0,0,0,0,0,-51,-34,-40,-69
1,0,0,0,0,0,0,0,0,-52,-33,-39,-69
1,0,0,0,0,0,0,0,0,-51,-34,-41,-57
1,0,0,0,0,0,0,0,0,-52,-33,-39,-65
1,0,0,0,0,0,0,0,0,-51,-33,-40,-69
1,0,0,0,0,0,0,0,0,-51,-34,-39,-69
1,0,0,0,0,0,0,0,0,-52,-34,-39,-67
1,0,0,0,0,0,0,0,0,-52,-34,-40,-66
1,0,0,0,0,0,0,0,0,-52,-33,-39,-57
1,0,0,0,0,0,0,0,0,-51,-33,-41,-57
1,0,0,0,0,0,0,0,0,-49,-34,-39,-57
1,0,0,0,0,0,0,0,0,-49,-34,-45,-57
1,0,0,0,0,0,0,0,0,-51,-34,-39,-61
1,0,0,0,0,0,0,0,0,-51,-34,-48,-61
1,0,0,0,0,0,0,0,0,-51,-34,-40,-61
1,0,0,0,0,0,0,0,0,-53,-34,-45,-61
1,0,0,0,0,0,0,0,0,-53,-34,-49,-65
1,0,0,0,0,0,0,0,0,-52,-33,-44,-68
1,0,0,0,0,0,0,0,0,-53,-35,-43,-66
1,0,0,0,0,0,0,0,0,-51,-34,-43,-65
1,0,0,0,0,0,0,0,0,-52,-34,-44,-68
1,0,0,0,0,0,0,0,0,-52,-32,-46,-68
1,0,0,0,0,0,0,0,0,-51,-32,-41,-71
1,0,0,0,0,0,0,0,0,-51,-32,-43,-62
1,0,0,0,0,0,0,0,0,-51,-32,-49,-68
1,0,0,0,0,0,0,0,0,-54,-34,-43,-67
1,0,0,0,0,0,0,0,0,-51,-33,-40,-67
1,0,0,0,0,0,0,0,0,-50,-32,-48,-66
1,0,0,0,0,0,0,0,0,-51,-34,-39,-75
1,0,0,0,0,0,0,0,0,-53,-34,-43,-64
1,0,0,0,0,0,0,0,0,-51,-34,-51,-64
1,0,0,0,0,0,0,0,0,-53,-34,-45,-65
1,0,0,0,0,0,0,0,0,-51,-33,-52,-67
1,0,0,0,0,0,0,0,0,-54,-33,-43,-66
1,0,0,0,0,0,0,0,0,-54,-32,-46,-69
1,0,0,0,0,0,0,0,0,-52,-34,-51,-68
1,0,0,0,0,0,0,0,0,-53,-33,-43,-68
1,0,0,0,0,0,0,0,0,-52,-33,-49,-68
1,0,0,0,0,0,0,0,0,-51,-33,-39,-68
1,0,0,0,0,0,0,0,0,-54,-33,-41,-70
1,0,0,0,0,0,0,0,0,-54,-34,-43,-70
1,0,0,0,0,0,0,0,0,-52,-34,-43,-70
1,0,0,0,0,0,0,0,0,-52,-35,-49,-70
1,0,0,0,0,0,0,0,0,-49,-33,-58,-70
1,0,0,0,0,0,0,0,0,-53,-33,-47,-65
1,0,0,0,0,0,0,0,0,-53,-33,-58,-65
1,0,0,0,0,0,0,0,0,-51,-33,-60,-63
1,0,0,0,0,0,0,0,0,-53,-33,-46,-68
1,0,0,0,0,0,0,0,0,-54,-33,-47,-68
1,0,0,0,0,0,0,0,0,-56,-33,-47,-68
1,0,0,0,0,0,0,0,0,-55,-33,-46,-67
1,0,0,0,0,0,0,0,0,-57,-32,-48,-64
1,0,0,0,0,0,0,0,0,-54,-33,-53,-69
1,0,0,0,0,0,0,0,0,-55,-34,-47,-69
1,0,0,0,0,0,0,0,0,-53,-32,-45,-69
1,0,0,0,0,0,0,0,0,-50,-33,-45,-66
1,0,0,0,0,0,0,0,0,-54,-34,-41,-66
1,0,0,0,0,0,0,0,0,-53,-32,-41,-68
1,0,0,0,0,0,0,0,0,-52,-33,-45,-68
1,0,0,0,0,0,0,0,0,-55,-32,-42,-75
1,0,0,0,0,0,0,0,0,-56,-32,-41,-75
1,0,0,0,0,0,0,0,0,-53,-32,-42,-65
1,0,0,0,0,0,0,0,0,-56,-32,-41,-67
1,0,0,0,0,0,0,0,0,-58,-32,-41,-63
1,0,0,0,0,0,0,0,0,-59,-32,-40,-63
1,0,0,0,0,0,0,0,0,-59,-32,-42,-63
1,0,0,0,0,0,0,0,0,-59,-32,-42,-62
1,0,0,0,0,0,0,0,0,-54,-32,-42,-64
1,0,0,0,0,0,0,0,0,-54,-32,-43,-64
1,0,0,0,0,0,0,0,0,-56,-32,-41,-59
1,0,0,0,0,0,0,0,0,-56,-32,-45,-59
1,0,0,0,0,0,0,0,0,-57,-32,-40,-57
1,0,0,0,0,0,0,0,0,-55,-33,-44,-57
1,0,0,0,0,0,0,0,0,-57,-33,-42,-68
1,0,0,0,0,0,0,0,0,-56,-32,-41,-68
1,0,0,0,0,0,0,0,0,-57,-33,-41,-65
1,0,0,0,0,0,0,0,0,-54,-33,-41,-66
1,0,0,0,0,0,0,0,0,-54,-32,-45,-66
1,0,0,0,0,0,0,0,0,-56,-32,-43,-61
1,0,0,0,0,0,0,0,0,-48,-34,-42,-69
1,0,0,0,0,0,0,0,0,-53,-34,-43,-64
1,0,0,0,0,0,0,0,0,-59,-32,-45,-59
1,0,0,0,0,0,0,0,0,-55,-32,-40,-62
1,0,0,0,0,0,0,0,0,-52,-35,-40,-67
1,0,0,0,0,0,0,0,0,-53,-33,-39,-67
1,0,0,0,0,0,0,0,0,-57,-33,-43,-68
1,0,0,0,0,0,0,0,0,-62,-32,-39,-68
1,0,0,0,0,0,0,0,0,-58,-32,-42,-69
1,0,0,0,0,0,0,0,0,-55,-35,-39,-68
1,0,0,0,0,0,0,0,0,-56,-30,-46,-68
1,0,0,0,0,0,0,0,0,-47,-32,-41,-69
1,0,0,0,0,0,0,0,0,-53,-33,-40,-58
1,0,0,0,0,0,0,0,0,-53,-33,-40,-61
1,0,0,0,0,0,0,0,0,-53,-34,-39,-57
1,0,0,0,0,0,0,0,0,-54,-32,-42,-63
1,0,0,0,0,0,0,0,0,-55,-32,-45,-67
1,0,0,0,0,0,0,0,0,-55,-32,-45,-61
1,0,0,0,0,0,0,0,0,-57,-32,-46,-62
1,0,0,0,0,0,0,0,0,-54,-32,-41,-68
1,0,0,0,0,0,0,0,0,-54,-32,-37,-55
1,0,0,0,0,0,0,0,0,-56,-32,-38,-63
1,0,0,0,0,0,0,0,0,-57,-31,-37,-64
1,0,0,0,0,0,0,0,0,-53,-31,-39,-64
1,0,0,0,0,0,0,0,0,-52,-32,-39,-69
1,0,0,0,0,0,0,0,0,-55,-33,-39,-54
1,0,0,0,0,0,0,0,0,-54,-33,-39,-64
1,0,0,0,0,0,0,0,0,-52,-33,-40,-69
1,0,0,0,0,0,0,0,0,-52,-32,-38,-70
1,0,0,0,0,0,0,0,0,-56,-33,-39,-57
1,0,0,0,0,0,0,0,0,-54,-33,-39,-73
1,0,0,0,0,0,0,0,0,-52,-33,-43,-59
1,0,0,0,0,0,0,0,0,-55,-31,-39,-63
1,0,0,0,0,0,0,0,0,-53,-32,-38,-55
1,0,0,0,0,0,0,0,0,-51,-32,-37,-69
1,0,0,0,0,0,0,0,0,-52,-33,-37,-67
1,0,0,0,0,0,0,0,0,-50,-32,-41,-70
1,0,0,0,0,0,0,0,0,-51,-33,-39,-70
1,0,0,0,0,0,0,0,0,-51,-32,-39,-70
1,0,0,0,0,0,0,0,0,-51,-32,-40,-71
1,0,0,0,0,0,0,0,0,-51,-31,-39,-69
1,0,0,0,0,0,0,0,0,-51,-31,-41,-68
1,0,0,0,0,0,0,0,0,-51,-31,-38,-71
1,0,0,0,0,0,0,0,0,-51,-31,-40,-75
1,0,0,0,0,0,0,0,0,-51,-33,-39,-69
1,0,0,0,0,0,0,0,0,-53,-32,-39,-69
1,0,0,0,0,0,0,0,0,-52,-32,-39,-68
1,0,0,0,0,0,0,0,0,-51,-32,-41,-70
1,0,0,0,0,0,0,0,0,-52,-33,-40,-69
1,0,0,0,0,0,0,0,0,-53,-32,-42,-70
1,0,0,0,0,0,0,0,0,-52,-32,-39,-67
1,0,0,0,0,0,0,0,0,-51,-32,-43,-67
1,0,0,0,0,0,0,0,0,-51,-32,-39,-64
1,0,0,0,0,0,0,0,0,-51,-32,-40,-66
1,0,0,0,0,0,0,0,0,-51,-32,-41,-66
1,0,0,0,0,0,0,0,0,-51,-32,-41,-66
1,0,0,0,0,0,0,0,0,-51,-32,-44,-66
1,0,0,0,0,0,0,0,0,-51,-33,-41,-70
1,0,0,0,0,0,0,0,0,-51,-31,-40,-70
1,0,0,0,0,0,0,0,0,-51,-32,-41,-70
1,0,0,0,0,0,0,0,0,-53,-32,-39,-68
1,0,0,0,0,0,0,0,0,-54,-32,-41,-58
1,0,0,0,0,0,0,0,0,-53,-33,-40,-72
1,0,0,0,0,0,0,0,0,-53,-32,-39,-72
1,0,0,0,0,0,0,0,0,-56,-32,-39,-72
1,0,0,0,0,0,0,0,0,-55,-32,-39,-66
1,0,0,0,0,0,0,0,0,-54,-31,-38,-67
1,0,0,0,0,0,0,0,0,-55,-32,-39,-68
1,0,0,0,0,0,0,0,0,-56,-32,-37,-56
1,0,0,0,0,0,0,0,0,-55,-32,-37,-56
1,0,0,0,0,0,0,0,0,-57,-33,-39,-56
1,0,0,0,0,0,0,0,0,-52,-33,-37,-62
1,0,0,0,0,0,0,0,0,-53,-33,-39,-62
1,0,0,0,0,0,0,0,0,-57,-32,-39,-62
1,0,0,0,0,0,0,0,0,-55,-32,-37,-62
1,0,0,0,0,0,0,0,0,-60,-32,-37,-75
1,0,0,0,0,0,0,0,0,-59,-34,-36,-75
1,0,0,0,0,0,0,0,0,-62,-33,-37,-75
1,0,0,0,0,0,0,0,0,-58,-32,-37,-75
1,0,0,0,0,0,0,0,0,-53,-34,-39,-64
1,0,0,0,0,0,0,0,0,-51,-34,-39,-64
1,0,0,0,0,0,0,0,0,-54,-31,-42,-64
1,0,0,0,0,0,0,0,0,-52,-31,-39,-66
1,0,0,0,0,0,0,0,0,-52,-32,-40,-67
1,0,0,0,0,0,0,0,0,-52,-33,-37,-72
1,0,0,0,0,0,0,0,0,-53,-34,-40,-72
1,0,0,0,0,0,0,0,0,-53,-35,-39,-72
1,0,0,0,0,0,0,0,0,-53,-33,-39,-73
1,0,0,0,0,0,0,0,0,-52,-35,-40,-69
1,0,0,0,0,0,0,0,0,-51,-35,-41,-69
1,0,0,0,0,0,0,0,0,-51,-35,-41,-69
1,0,0,0,0,0,0,0,0,-51,-35,-40,-59
1,0,0,0,0,0,0,0,0,-52,-35,-42,-67
1,0,0,0,0,0,0,0,0,-53,-35,-39,-67
1,0,0,0,0,0,0,0,0,-59,-36,-40,-67
1,0,0,0,0,0,0,0,0,-55,-40,-39,-62
1,0,0,0,0,0,0,0,0,-52,-38,-40,-62
1,0,0,0,0,0,0,0,0,-54,-33,-45,-57
1,0,0,0,0,0,0,0,0,-54,-33,-39,-65
1,0,0,0,0,0,0,0,0,-47,-34,-39,-63
0,1,0,0,0,0,0,0,0,-51,-35,-37,-63
0,1,0,0,0,0,0,0,0,-49,-34,-39,-63
0,1,0,0,0,0,0,0,0,-49,-32,-39,-57
0,1,0,0,0,0,0,0,0,-51,-32,-40,-67
0,1,0,0,0,0,0,0,0,-56,-36,-40,-67
0,1,0,0,0,0,0,0,0,-52,-33,-43,-60
0,1,0,0,0,0,0,0,0,-65,-42,-43,-60
0,1,0,0,0,0,0,0,0,-55,-33,-43,-66
0,1,0,0,0,0,0,0,0,-57,-39,-46,-59
0,1,0,0,0,0,0,0,0,-56,-35,-51,-56
0,1,0,0,0,0,0,0,0,-61,-32,-53,-59
0,1,0,0,0,0,0,0,0,-53,-37,-51,-57
0,1,0,0,0,0,0,0,0,-61,-43,-55,-53
0,1,0,0,0,0,0,0,0,-59,-43,-54,-54
0,1,0,0,0,0,0,0,0,-58,-39,-62,-57
0,1,0,0,0,0,0,0,0,-49,-36,-48,-55
0,1,0,0,0,0,0,0,0,-55,-36,-47,-57
0,1,0,0,0,0,0,0,0,-57,-36,-47,-56
0,1,0,0,0,0,0,0,0,-59,-40,-51,-56
0,1,0,0,0,0,0,0,0,-60,-39,-49,-57
0,1,0,0,0,0,0,0,0,-61,-39,-49,-55
0,1,0,0,0,0,0,0,0,-59,-39,-51,-55
0,1,0,0,0,0,0,0,0,-59,-39,-53,-55
0,1,0,0,0,0,0,0,0,-61,-39,-57,-55
0,1,0,0,0,0,0,0,0,-65,-40,-51,-54
0,1,0,0,0,0,0,0,0,-62,-40,-55,-55
0,1,0,0,0,0,0,0,0,-69,-40,-58,-55
0,1,0,0,0,0,0,0,0,-56,-39,-59,-53
0,1,0,0,0,0,0,0,0,-56,-47,-61,-54
0,1,0,0,0,0,0,0,0,-56,-39,-58,-54
0,1,0,0,0,0,0,0,0,-66,-43,-55,-53
0,1,0,0,0,0,0,0,0,-63,-41,-65,-53
0,1,0,0,0,0,0,0,0,-62,-40,-55,-53
0,1,0,0,0,0,0,0,0,-62,-42,-58,-53
0,1,0,0,0,0,0,0,0,-58,-39,-57,-54
0,1,0,0,0,0,0,0,0,-58,-42,-62,-53
0,1,0,0,0,0,0,0,0,-60,-38,-66,-53
0,1,0,0,0,0,0,0,0,-61,-43,-57,-54
0,1,0,0,0,0,0,0,0,-56,-40,-55,-55
0,1,0,0,0,0,0,0,0,-58,-39,-57,-54
0,1,0,0,0,0,0,0,0,-53,-39,-59,-54
0,1,0,0,0,0,0,0,0,-53,-38,-61,-55
0,1,0,0,0,0,0,0,0,-53,-43,-57,-54
0,1,0,0,0,0,0,0,0,-56,-46,-60,-54
0,1,0,0,0,0,0,0,0,-55,-47,-59,-54
0,1,0,0,0,0,0,0,0,-53,-40,-61,-54
0,1,0,0,0,0,0,0,0,-55,-40,-63,-54
0,1,0,0,0,0,0,0,0,-55,-40,-56,-55
0,1,0,0,0,0,0,0,0,-56,-45,-66,-54
0,1,0,0,0,0,0,0,0,-54,-42,-60,-55
0,1,0,0,0,0,0,0,0,-53,-43,-64,-55
0,1,0,0,0,0,0,0,0,-54,-40,-66,-54
0,1,0,0,0,0,0,0,0,-55,-40,-61,-54
0,1,0,0,0,0,0,0,0,-53,-41,-61,-55
0,1,0,0,0,0,0,0,0,-52,-41,-58,-55
0,1,0,0,0,0,0,0,0,-55,-46,-60,-55
0,1,0,0,0,0,0,0,0,-53,-47,-69,-54
0,1,0,0,0,0,0,0,0,-51,-42,-59,-57
0,1,0,0,0,0,0,0,0,-54,-48,-58,-55
0,1,0,0,0,0,0,0,0,-55,-51,-66,-56
0,1,0,0,0,0,0,0,0,-55,-41,-55,-57
0,1,0,0,0,0,0,0,0,-55,-41,-60,-56
0,1,0,0,0,0,0,0,0,-53,-39,-62,-60
0,1,0,0,0,0,0,0,0,-51,-41,-63,-59
0,1,0,0,0,0,0,0,0,-54,-41,-62,-55
0,1,0,0,0,0,0,0,0,-54,-40,-70,-55
0,1,0,0,0,0,0,0,0,-58,-45,-56,-57
0,1,0,0,0,0,0,0,0,-55,-38,-55,-56
0,1,0,0,0,0,0,0,0,-53,-43,-56,-54
0,1,0,0,0,0,0,0,0,-55,-43,-59,-56
0,1,0,0,0,0,0,0,0,-52,-43,-63,-57
0,1,0,0,0,0,0,0,0,-54,-39,-60,-58
0,1,0,0,0,0,0,0,0,-52,-43,-57,-55
0,1,0,0,0,0,0,0,0,-54,-41,-60,-56
0,1,0,0,0,0,0,0,0,-56,-40,-55,-56
0,1,0,0,0,0,0,0,0,-55,-41,-55,-55
0,1,0,0,0,0,0,0,0,-54,-42,-57,-55
0,1,0,0,0,0,0,0,0,-54,-41,-58,-56
0,1,0,0,0,0,0,0,0,-57,-42,-56,-56
0,1,0,0,0,0,0,0,0,-56,-42,-55,-56
0,1,0,0,0,0,0,0,0,-57,-42,-59,-56
0,1,0,0,0,0,0,0,0,-57,-42,-55,-58
0,1,0,0,0,0,0,0,0,-58,-40,-54,-58
0,1,0,0,0,0,0,0,0,-56,-40,-54,-55
0,1,0,0,0,0,0,0,0,-57,-39,-53,-57
0,1,0,0,0,0,0,0,0,-55,-39,-59,-56
0,1,0,0,0,0,0,0,0,-53,-41,-53,-58
0,1,0,0,0,0,0,0,0,-51,-36,-49,-60
0,1,0,0,0,0,0,0,0,-54,-38,-52,-57
0,1,0,0,0,0,0,0,0,-54,-36,-51,-57
0,1,0,0,0,0,0,0,0,-58,-37,-51,-57
0,1,0,0,0,0,0,0,0,-54,-39,-48,-56
0,1,0,0,0,0,0,0,0,-57,-39,-50,-60
0,1,0,0,0,0,0,0,0,-53,-35,-53,-60
0,1,0,0,0,0,0,0,0,-53,-35,-49,-57
0,1,0,0,0,0,0,0,0,-62,-35,-51,-56
0,1,0,0,0,0,0,0,0,-70,-35,-51,-55
0,1,0,0,0,0,0,0,0,-64,-39,-53,-56
0,1,0,0,0,0,0,0,0,-62,-39,-57,-56
0,1,0,0,0,0,0,0,0,-58,-39,-57,-55
0,1,0,0,0,0,0,0,0,-61,-40,-55,-56
0,1,0,0,0,0,0,0,0,-62,-40,-55,-58
0,1,0,0,0,0,0,0,0,-60,-40,-58,-56
0,1,0,0,0,0,0,0,0,-62,-40,-54,-56
0,1,0,0,0,0,0,0,0,-56,-41,-61,-52
0,1,0,0,0,0,0,0,0,-53,-41,-60,-58
0,1,0,0,0,0,0,0,0,-49,-41,-55,-59
0,1,0,0,0,0,0,0,0,-51,-41,-52,-61
0,1,0,0,0,0,0,0,0,-51,-42,-58,-53
0,1,0,0,0,0,0,0,0,-58,-42,-60,-69
0,1,0,0,0,0,0,0,0,-51,-42,-53,-69
0,1,0,0,0,0,0,0,0,-52,-42,-54,-62
0,1,0,0,0,0,0,0,0,-55,-39,-57,-53
0,1,0,0,0,0,0,0,0,-55,-39,-63,-52
0,1,0,0,0,0,0,0,0,-55,-39,-71,-52
0,1,0,0,0,0,0,0,0,-57,-39,-57,-54
0,1,0,0,0,0,0,0,0,-58,-42,-61,-54
0,1,0,0,0,0,0,0,0,-58,-45,-59,-53
0,1,0,0,0,0,0,0,0,-57,-42,-61,-54
0,1,0,0,0,0,0,0,0,-60,-40,-55,-62
0,1,0,0,0,0,0,0,0,-52,-40,-63,-64
0,1,0,0,0,0,0,0,0,-51,-39,-61,-62
0,1,0,0,0,0,0,0,0,-51,-35,-59,-68
0,1,0,0,0,0,0,0,0,-51,-35,-63,-65
0,1,0,0,0,0,0,0,0,-51,-34,-60,-71
0,1,0,0,0,0,0,0,0,-51,-39,-64,-67
0,1,0,0,0,0,0,0,0,-51,-39,-61,-66
0,1,0,0,0,0,0,0,0,-55,-39,-60,-64
0,1,0,0,0,0,0,0,0,-59,-36,-53,-54
0,1,0,0,0,0,0,0,0,-56,-40,-69,-52
0,1,0,0,0,0,0,0,0,-55,-44,-65,-52
0,1,0,0,0,0,0,0,0,-53,-43,-65,-52
0,1,0,0,0,0,0,0,0,-53,-43,-58,-52
0,1,0,0,0,0,0,0,0,-56,-43,-65,-53
0,1,0,0,0,0,0,0,0,-55,-43,-62,-53
0,1,0,0,0,0,0,0,0,-61,-41,-61,-53
0,1,0,0,0,0,0,0,0,-54,-43,-67,-53
0,1,0,0,0,0,0,0,0,-61,-47,-71,-53
0,1,0,0,0,0,0,0,0,-54,-52,-55,-53
0,1,0,0,0,0,0,0,0,-63,-43,-55,-52
0,1,0,0,0,0,0,0,0,-59,-46,-55,-52
0,1,0,0,0,0,0,0,0,-57,-45,-56,-53
0,1,0,0,0,0,0,0,0,-57,-49,-56,-52
0,1,0,0,0,0,0,0,0,-57,-49,-56,-52
0,1,0,0,0,0,0,0,0,-58,-50,-53,-52
0,1,0,0,0,0,0,0,0,-58,-45,-57,-53
0,1,0,0,0,0,0,0,0,-57,-45,-57,-52
0,1,0,0,0,0,0,0,0,-57,-43,-55,-52
0,1,0,0,0,0,0,0,0,-59,-42,-60,-52
0,1,0,0,0,0,0,0,0,-56,-46,-54,-53
0,1,0,0,0,0,0,0,0,-56,-44,-58,-53
0,1,0,0,0,0,0,0,0,-58,-44,-57,-53
0,1,0,0,0,0,0,0,0,-58,-46,-57,-53
0,1,0,0,0,0,0,0,0,-63,-44,-55,-53
0,1,0,0,0,0,0,0,0,-55,-42,-63,-53
0,1,0,0,0,0,0,0,0,-54,-42,-55,-52
0,1,0,0,0,0,0,0,0,-51,-44,-54,-53
0,1,0,0,0,0,0,0,0,-52,-40,-67,-53
0,1,0,0,0,0,0,0,0,-54,-39,-57,-59
0,1,0,0,0,0,0,0,0,-57,-43,-61,-78
0,1,0,0,0,0,0,0,0,-55,-41,-60,-74
0,1,0,0,0,0,0,0,0,-57,-40,-61,-74
0,1,0,0,0,0,0,0,0,-57,-37,-65,-71
0,1,0,0,0,0,0,0,0,-56,-46,-53,-63
0,1,0,0,0,0,0,0,0,-57,-44,-64,-68
0,1,0,0,0,0,0,0,0,-57,-43,-62,-73
0,1,0,0,0,0,0,0,0,-57,-38,-61,-73
0,1,0,0,0,0,0,0,0,-59,-36,-54,-73
0,1,0,0,0,0,0,0,0,-60,-36,-56,-74
0,1,0,0,0,0,0,0,0,-56,-37,-60,-70
0,1,0,0,0,0,0,0,0,-55,-42,-59,-70
0,1,0,0,0,0,0,0,0,-60,-41,-59,-69
0,1,0,0,0,0,0,0,0,-59,-35,-53,-71
0,1,0,0,0,0,0,0,0,-53,-39,-53,-56
0,1,0,0,0,0,0,0,0,-49,-42,-53,-58
0,1,0,0,0,0,0,0,0,-54,-42,-55,-58
0,1,0,0,0,0,0,0,0,-51,-48,-51,-56
0,1,0,0,0,0,0,0,0,-51,-47,-52,-57
0,1,0,0,0,0,0,0,0,-48,-50,-55,-61
0,1,0,0,0,0,0,0,0,-51,-46,-63,-60
0,1,0,0,0,0,0,0,0,-51,-43,-61,-59
0,1,0,0,0,0,0,0,0,-51,-40,-57,-58
0,1,0,0,0,0,0,0,0,-52,-40,-56,-57
0,1,0,0,0,0,0,0,0,-51,-39,-63,-56
0,1,0,0,0,0,0,0,0,-52,-39,-55,-57
0,1,0,0,0,0,0,0,0,-52,-39,-62,-58
0,1,0,0,0,0,0,0,0,-52,-39,-65,-60
0,1,0,0,0,0,0,0,0,-53,-39,-61,-60
0,1,0,0,0,0,0,0,0,-53,-39,-68,-59
0,1,0,0,0,0,0,0,0,-52,-39,-61,-61
0,1,0,0,0,0,0,0,0,-48,-39,-55,-60
0,1,0,0,0,0,0,0,0,-52,-43,-60,-60
0,1,0,0,0,0,0,0,0,-61,-39,-54,-60
0,1,0,0,0,0,0,0,0,-58,-39,-52,-62
0,1,0,0,0,0,0,0,0,-50,-39,-70,-60
0,1,0,0,0,0,0,0,0,-52,-46,-62,-58
0,1,0,0,0,0,0,0,0,-51,-46,-54,-58
0,1,0,0,0,0,0,0,0,-53,-46,-55,-59
0,1,0,0,0,0,0,0,0,-54,-46,-60,-59
0,1,0,0,0,0,0,0,0,-53,-39,-58,-59
0,0,1,0,0,0,0,0,0,-52,-39,-57,-58
0,0,1,0,0,0,0,0,0,-52,-39,-55,-60
0,0,1,0,0,0,0,0,0,-51,-39,-55,-57
0,0,1,0,0,0,0,0,0,-58,-39,-56,-58
0,0,1,0,0,0,0,0,0,-55,-47,-55,-52
0,0,1,0,0,0,0,0,0,-61,-42,-59,-63
0,0,1,0,0,0,0,0,0,-54,-55,-47,-58
0,0,1,0,0,0,0,0,0,-51,-55,-64,-55
0,0,1,0,0,0,0,0,0,-54,-53,-55,-61
0,0,1,0,0,0,0,0,0,-61,-54,-52,-56
0,0,1,0,0,0,0,0,0,-56,-50,-66,-60
0,0,1,0,0,0,0,0,0,-52,-49,-58,-69
0,0,1,0,0,0,0,0,0,-57,-38,-68,-64
0,0,1,0,0,0,0,0,0,-55,-53,-60,-63
0,0,1,0,0,0,0,0,0,-57,-50,-60,-62
0,0,1,0,0,0,0,0,0,-59,-48,-62,-64
0,0,1,0,0,0,0,0,0,-58,-48,-61,-64
0,0,1,0,0,0,0,0,0,-55,-52,-61,-74
0,0,1,0,0,0,0,0,0,-53,-35,-58,-74
0,0,1,0,0,0,0,0,0,-53,-35,-57,-69
0,0,1,0,0,0,0,0,0,-53,-48,-57,-68
0,0,1,0,0,0,0,0,0,-53,-37,-58,-66
0,0,1,0,0,0,0,0,0,-55,-34,-57,-64
0,0,1,0,0,0,0,0,0,-57,-34,-56,-63
0,0,1,0,0,0,0,0,0,-58,-33,-56,-61
0,0,1,0,0,0,0,0,0,-59,-34,-56,-63
0,0,1,0,0,0,0,0,0,-65,-34,-60,-66
0,0,1,0,0,0,0,0,0,-55,-34,-57,-69
0,0,1,0,0,0,0,0,0,-58,-34,-57,-67
0,0,1,0,0,0,0,0,0,-61,-46,-59,-67
0,0,1,0,0,0,0,0,0,-60,-35,-56,-71
0,0,1,0,0,0,0,0,0,-59,-35,-58,-70
0,0,1,0,0,0,0,0,0,-61,-35,-58,-69
0,0,1,0,0,0,0,0,0,-59,-47,-59,-69
0,0,1,0,0,0,0,0,0,-59,-47,-59,-68
0,0,1,0,0,0,0,0,0,-61,-47,-58,-63
0,0,1,0,0,0,0,0,0,-59,-47,-57,-64
0,0,1,0,0,0,0,0,0,-59,-35,-58,-63
0,0,1,0,0,0,0,0,0,-59,-35,-57,-64
0,0,1,0,0,0,0,0,0,-61,-49,-59,-65
0,0,1,0,0,0,0,0,0,-60,-49,-57,-64
0,0,1,0,0,0,0,0,0,-59,-34,-58,-62
0,0,1,0,0,0,0,0,0,-58,-34,-59,-64
0,0,1,0,0,0,0,0,0,-55,-35,-58,-63
0,0,1,0,0,0,0,0,0,-59,-35,-59,-63
0,0,1,0,0,0,0,0,0,-56,-49,-57,-62
0,0,1,0,0,0,0,0,0,-58,-36,-58,-66
0,0,1,0,0,0,0,0,0,-60,-36,-55,-64
0,0,1,0,0,0,0,0,0,-56,-51,-56,-63
0,0,1,0,0,0,0,0,0,-58,-37,-55,-62
0,0,1,0,0,0,0,0,0,-57,-37,-57,-65
0,0,1,0,0,0,0,0,0,-56,-36,-60,-61
0,0,1,0,0,0,0,0,0,-60,-35,-57,-60
0,0,1,0,0,0,0,0,0,-58,-49,-56,-62
0,0,1,0,0,0,0,0,0,-56,-49,-56,-64
0,0,1,0,0,0,0,0,0,-60,-48,-54,-61
0,0,1,0,0,0,0,0,0,-59,-36,-54,-63
0,0,1,0,0,0,0,0,0,-57,-36,-55,-62
0,0,1,0,0,0,0,0,0,-57,-48,-59,-61
0,0,1,0,0,0,0,0,0,-55,-36,-55,-61
0,0,1,0,0,0,0,0,0,-54,-36,-55,-61
0,0,1,0,0,0,0,0,0,-58,-48,-55,-60
0,0,1,0,0,0,0,0,0,-57,-36,-54,-62
0,0,1,0,0,0,0,0,0,-56,-35,-57,-65
